DriverName,Hostname,MACAddressVendor,TCPListeningPorts
,,"[""Schneider Electric""]",
,,"[""VMware, Inc""]","[80, 135, 139, 403, 445, 1332, 2221, 3060, 3061, 3142, 3389, 4241, 4244, 4245, 4247, 4255, 5241, 5666, 5693, 5698, 5699, 5799, 5898, 5985, 6543, 7002, 7003, 7004, 7111, 7147, 7153, 7550, 8333, 8339, 9111, 12315, 12489, 21027, 22350, 22352, 27000, 30064, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49681, 49738, 52177, 52715, 52722, 54967]"
,,"[""Dell Inc""]","[80, 135, 139, 445, 515, 1801, 2103, 2105, 2107, 2179, 3389, 5985, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49697, 62575]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""dell.idrac""","""iDRAC-PE9APCSVR01""","[""Dell Inc""]",
,,"[""Yokogawa Digital Computer Corporation"", ""Xerox Corporation"", ""Dell Inc""]","[111, 135, 139, 445, 3260, 3389, 4840, 7777, 20109, 20111, 20171, 24158, 34205, 34383, 47001, 47633, 47634, 47635, 47636, 49152, 49153, 49154, 49167, 49189, 49191, 49199, 49201, 52101, 62551, 62552]"
,,"[""Dell Inc"", ""Xerox Corporation""]","[80, 111, 135, 139, 445, 3389, 3390, 4840, 5985, 7777, 8443, 20109, 20111, 20171, 34205, 34383, 34498, 47001, 47625, 47626, 47627, 47628, 49664, 49665, 49666, 49667, 49668, 49669, 49675, 49678, 52101, 56255, 62551, 62552]"
,,"[""ipcas GmbH""]",
,,"[""Dell Inc""]",
"""snmp.generic""","""idrac-PVC1VMW01""","[""Dell Inc""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3387, 3389, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49669, 49686, 49690, 49692, 49705]"
,,"[""VMware, Inc""]",
"""cisco.asa""","""PE8FW02""","[""Cisco Systems, Inc""]",
,,"[""Dell Inc""]","[135, 139, 445, 1311, 3389, 47001, 49152, 49153, 49154, 49173, 49174, 49175]"
,,"[""ipcas GmbH""]",
,,"[""Cisco Systems, Inc""]",
"""cisco.ios""","""SWT-220-01""","[""Cisco Systems, Inc""]",
,,"[""Moxa Technologies Corp, Ltd""]",
,,"[""Dell Inc"", ""Intel Corporate""]",
"""ethernetip""",,,
"""cisco.asa""","""PP1FW01""","[""Cisco Systems, Inc""]",[22]
,,"[""ipcas GmbH""]",
,,"[""Fisher-Rosemount Systems Inc""]",
,,"[""Schneider Electric""]",
,,"[""Spectra - Tek""]",
,,"[""Dell Inc""]","[80, 135, 139, 445, 515, 1801, 2103, 2105, 2107, 2179, 5985, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49681, 62575]"
,,"[""Cisco Systems, Inc""]",
,,"[""Allied Telesis, Inc"", ""Hewlett Packard""]","[21, 80, 135, 445, 919, 4000, 5026, 5413, 5551, 5559, 6000, 6111, 6113, 6130, 6533, 6552, 6553, 6560, 6633, 6767, 6850, 7587, 8731, 8732, 9080, 9111, 10001, 10004, 10005, 10006, 10007, 10008, 10009, 10010, 30000, 32568, 44444, 45678, 49238, 50085]"
,,"[""Moxa Technologies Corp, Ltd""]",
,,"[""Microsoft Corporation""]","[135, 139, 445, 980, 1947, 3389, 5000, 17889, 18585, 49675, 50432, 50433, 50434, 50443, 50445, 50535, 50599, 50610, 51001, 52012, 54915, 55115, 55808, 58010, 58080]"
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 139, 427, 445, 2463, 5357, 8081, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 24158, 34383, 34417, 34418, 34420, 34497, 34498]"
,,"[""Nokia Siemens Networks GmbH & Co. KG""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc"", ""Microsoft Corporation""]","[53, 135, 139, 445, 2179, 3142, 3389, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49669, 49701, 49706, 49708, 55101]"
,,"[""VMware, Inc""]","[80, 135, 139, 445, 2910, 3142, 3389, 3456, 5017, 5985, 40007, 40209, 40212, 40214, 40226, 40227, 40229, 40251, 40252, 40254, 40255, 47001, 49664, 49665, 49667, 49668, 49685, 49704, 49719, 49727, 49742, 50000, 50002, 50004, 55550, 55552, 55557]"
,,"[""VMware, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""ipcas GmbH""]",
"""emerson.deltav_controller""","""BA215_22""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Bently Nevada Corp""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 1433, 1434, 1801, 1947, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 6515, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49670, 49672, 49673, 49710, 49715, 49886]"
"""moxa.dsc""","""CONV-97255""","[""Moxa Technologies Corp, Ltd""]",
,,"[""Cisco Systems, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Dell Inc""]","[135, 139, 445, 2886, 3142, 3389, 3424, 5040, 5357, 6624, 6625, 6628, 6629, 8084, 8090, 8333, 27000, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49673, 49678, 52088, 62830, 62837, 63741, 63744, 64344, 64673, 64676, 64850, 65219]"
,,"[""Broadcom Limited"", ""Dell Inc""]","[135, 139, 445, 980, 1947, 5000, 8081, 17889, 18585, 49675, 50432, 50433, 50436, 50437, 50439, 50440, 50531, 50551, 50597, 50670, 51001, 52012, 54915, 55808, 58010, 58080, 64356]"
,,"[""Microsoft Corporation""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 1433, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 56102]"
"""cisco.asa""","""UNIB2FW04""","[""Cisco Systems, Inc""]",[22]
,,"[""Intel Corporate"", ""Dell Inc""]","[135, 139, 443, 445, 2886, 3142, 3389, 3424, 5040, 5693, 5700, 6624, 6625, 6628, 8333, 9753, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671, 49698, 52080, 52088]"
"""ethernetip""",,,
,,"[""ipcas GmbH""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.deltav_controller""","""MD-2017""","[""Fisher Controls""]",
,,"[""ipcas GmbH""]",
"""siemens.s7""",,"[""Siemens AG""]",
"""snmp.generic""","""UNIB1STG03""","[""Seagate Cloud Systems Inc""]",
,,"[""Dell Inc""]","[80, 135, 139, 445, 1311, 2910, 3142, 3389, 3456, 4503, 5017, 9850, 40007, 40209, 40212, 40214, 40226, 40227, 40229, 40251, 40252, 40254, 40255, 43234, 50000, 50002, 50004, 51456, 51457, 51458, 51460, 51461, 51462, 51505, 51510, 51511, 51513, 51534, 55550, 55552, 55557]"
,,"[""VMware, Inc""]","[53, 80, 88, 135, 139, 389, 445, 464, 593, 636, 2000, 3268, 3269, 3389, 5666, 5985, 6660, 7770, 8005, 8006, 8009, 8012, 8333, 8880, 9389, 12489, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49669, 49670, 49673, 49678, 49694, 49721, 56329]"
,,"[""ipcas GmbH""]",
"""cisco.ios""","""PE8SWAUT04""","[""Cisco Systems, Inc""]","[22, 4786]"
,,"[""Broadcom Limited"", ""Dell Inc""]","[80, 135, 139, 443, 445, 3389, 5985, 8081, 8339, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49675, 52311]"
,,"[""Dell Inc""]","[80, 135, 139, 445, 515, 1801, 2103, 2105, 2107, 2179, 3389, 5985, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49697, 62575]"
,,"[""ipcas GmbH""]",
"""emerson.deltav_controller""","""CIOC-TEMP-01""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Fisher-Rosemount Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Schenck Process GmbH""]",
,,"[""Dell Inc"", ""Intel Corporate""]","[135, 139, 445, 3389, 4841, 5040, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 1801, 2049, 2103, 2105, 2107, 3142, 3389, 4840, 5666, 5693, 5985, 7777, 8005, 8009, 8080, 8333, 8732, 9758, 10013, 10014, 12489, 20014, 20031, 20032, 47001, 48620, 48621, 48622, 48623, 48625, 49152, 49153, 49154, 49155, 49156, 49157, 49170, 49236, 49243, 49290, 49555, 49781, 49786, 49954, 50010, 50028, 50029, 50030, 50031, 50032, 50238, 50628, 51092, 52007, 52601, 55901, 60306, 62551, 62552, 64760]"
,,"[""VMware, Inc""]","[135, 139, 445, 3389, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49669, 49670, 49692, 49700]"
,,"[""VMware, Inc""]","[135, 139, 445, 1311, 1521, 2030, 3142, 3389, 5500, 5693, 5985, 8333, 20031, 20032, 32000, 47001, 49152, 49153, 49154, 49155, 49176, 49194, 49210, 49223]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 808, 1801, 2103, 2105, 2107, 3142, 3389, 4840, 5693, 5739, 5985, 7777, 8333, 8732, 9758, 10014, 12351, 17777, 20014, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49669, 49671, 49700, 49705, 49709, 49715, 50050, 50051, 50052, 50070, 52007, 52426, 61204, 61207, 61987, 61999, 63500, 63510]"
"""siemens.s7""",,"[""Siemens AG""]",
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 3142, 3389, 5693, 5985, 8333, 41001, 41002, 47001, 49664, 49665, 49666, 49667, 49668, 49670, 51364, 51365]"
"""cisco.ios""","""PP3SWAUT02""","[""Cisco Systems, Inc""]","[22, 4786]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 1801, 2030, 2103, 2105, 2107, 3142, 3389, 4570, 5693, 5985, 8088, 8333, 9758, 19080, 19090, 19091, 19095, 19096, 19098, 19099, 19111, 47001, 49664, 49665, 49666, 49668, 49670, 49671, 49691, 49706, 49713, 49741]"
,,"[""Yokogawa Digital Computer Corporation""]",
"""vmware.esxi""","""VMW-CORPBA-03""","[""VMware, Inc"", ""Dell Inc""]",
,,"[""Dell Inc""]","[135, 139, 443, 445, 2886, 3142, 3389, 3424, 5040, 6624, 6625, 6628, 8333, 9753, 10000, 10001, 10002, 10003, 10004, 10005, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49684, 52080, 52088]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5357, 5666, 5985, 8333, 8338, 8339, 12489, 47001, 49664, 49665, 49666, 49667, 52311, 53778, 64956, 64957]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49695, 49696, 49698]"
,,"[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]","[22, 25, 5666]"
"""ethernetip""",,,
,,"[""Realtek Semiconductor Corp"", ""Dell Inc""]","[135, 139, 445, 3142, 3389, 5040, 5666, 8333, 8443, 12489, 49664, 49665, 49666, 49667, 54276, 54277, 54278]"
"""emerson.deltav_controller""","""MD-2015""","[""Fisher Controls""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5040, 5693, 8333, 49664, 49665, 49666, 49667, 49668, 49671, 58558, 58560]"
,,"[""ipcas GmbH""]",
,,"[""Cisco Systems, Inc""]",
,,"[""VMware, Inc""]","[80, 135, 139, 445, 3142, 3389, 5693, 5985, 8333, 47001, 49664, 49665, 49667, 49668, 49670, 49671, 49702, 49704, 49711]"
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 139, 427, 445, 2463, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 34383, 34417, 34418, 34420, 34497, 34498]"
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Microsoft Corporation""]","[53, 88, 135, 139, 389, 445, 464, 593, 636, 3268, 3269, 8081, 9389, 47001, 49664, 49665, 49666, 49667, 49675, 49677, 49685, 65015, 65078, 65111]"
,,"[""Dell Inc""]","[135, 139, 445, 1311, 3033, 3142, 3389, 3528, 4447, 5445, 5455, 7342, 8080, 8333, 9943, 9999, 20031, 20032, 47001, 49152, 49153, 49154, 49155, 49156, 49186]"
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 139, 427, 445, 2463, 5357, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 24158, 34383, 34417, 34418, 34420, 34497, 34498]"
,,"[""Advantech Co., Ltd""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 3142, 3389, 4840, 5693, 5985, 6002, 7001, 7002, 7777, 8333, 8732, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49676, 49721, 49730, 50070, 59452, 62552]"
"""emerson.deltav_controller""","""BA211_12""","[""Fisher-Rosemount Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670]"
,,"[""Bently Nevada Corp""]",
,,"[""Microsoft Corporation""]","[135, 139, 445, 980, 1947, 3389, 5000, 8081, 17889, 18585, 47001, 49677, 50432, 50433, 50434, 50435, 50436, 50447, 50448, 50627, 50740, 52012, 55115, 58010, 58080]"
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 808, 1801, 2103, 2105, 2107, 3142, 3389, 5666, 5693, 5985, 8333, 9089, 12489, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49699, 49700, 49702, 49712]"
,,"[""VMware, Inc""]","[80, 135, 139, 443, 445, 808, 1433, 1434, 1801, 2103, 2105, 2107, 2383, 3142, 3389, 3399, 5026, 5413, 5693, 5985, 8080, 8086, 8333, 8788, 8789, 8888, 8889, 20031, 20032, 25488, 30000, 32568, 47001, 49152, 49153, 49154, 49155, 49156, 49170, 49171, 49223, 56179, 56238, 56307, 56310, 56343]"
,,"[""VMware, Inc""]","[80, 135, 139, 445, 1801, 2103, 2105, 2107, 3142, 3389, 5693, 5985, 8333, 9001, 9002, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49669, 49691, 49693, 49697, 49698, 49704]"
,,"[""ipcas GmbH""]",
,,"[""Fisher-Rosemount Systems Inc""]",
"""dell.idrac""","""iDRAC-DW1FQM2""","[""Dell Inc""]",
"""cisco.ios""","""SWT-190-04""","[""Cisco Systems, Inc""]","[22, 80, 443, 4786, 30925, 47057, 52071]"
,,"[""ipcas GmbH""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 8338, 8339, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49699, 49705, 52311]"
"""cisco.ios""","""056-SWT-0001""","[""Cisco Systems, Inc""]",
,,"[""Moxa Technologies Corp, Ltd""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 3142, 3389, 4840, 5693, 5985, 8333, 8732, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49669, 49671, 49673, 49731, 63510, 63511]"
,,"[""Elsag Bailey Process""]",
,,"[""Prosoft Technology, Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
"""emerson.deltav_controller""","""CTRL_C""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Broadcom""]","[135, 139, 445, 623, 1947, 3389, 16992, 18585, 50000, 50001, 50002, 50003, 50014, 50059, 52012, 58010, 58080]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 808, 1801, 2103, 2105, 2107, 3142, 3389, 4840, 5354, 5693, 5985, 7777, 8333, 8732, 9758, 12345, 12346, 12347, 12348, 12350, 13001, 17777, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49671, 49692, 49699, 49702, 49717, 49727, 49731, 49738, 49759, 50070, 59756, 59768, 59790, 61200, 61518, 61899, 61903, 62552]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49669, 49670, 49672]"
,,"[""Rockwell Automation""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49670, 49692, 49699]"
,,"[""Allied Telesis, Inc"", ""Hewlett Packard""]","[23, 135, 445, 919, 5551, 5559, 6000, 6552, 6553, 6560, 6850, 8081, 10003, 49152, 49153, 49154, 49157, 49191, 49214, 50085, 51784]"
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5666, 5693, 5985, 8333, 12489, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49671]"
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 3142, 3389, 4840, 5693, 5985, 7777, 7983, 8005, 8009, 8080, 8333, 8983, 12345, 12346, 12347, 12348, 12350, 13001, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49670, 49697, 49714, 49716, 49717, 49726, 58648, 61200, 62551, 62552, 63510, 63511, 64443]"
,,"[""Bently Nevada Corp""]",
,,"[""ipcas GmbH""]",
"""vmware.esxi""","""ESXiVCenter""","[""Dell Inc""]",
,,"[""VMware, Inc""]","[80, 135, 139, 445, 1521, 2030, 3142, 3389, 5693, 5985, 8333, 19090, 19092, 47001, 49664, 49665, 49666, 49668, 49669, 49672, 49673, 49674, 49681, 49692]"
"""siemens.s7""",,"[""Siemens Industrial Automation Products Ltd, Chengdu""]",
,,"[""VMware, Inc""]","[135, 139, 445, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49664, 49665, 49667, 49669, 49688, 49697, 49698, 49701]"
,,"[""VMware, Inc""]",
,,"[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]","[111, 135, 139, 445, 3142, 3389, 4840, 5693, 5985, 7777, 8333, 8732, 12345, 12346, 12347, 12348, 12350, 13001, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49669, 49671, 49698, 49707, 49715, 49726, 49729, 49734, 49765, 49789, 49827, 49837, 50070, 56497, 61200, 61903, 62001, 62002, 62552, 62997, 63510]"
"""ethernetip""",,,
,,"[""Digital Logic GmbH""]",
,,"[""Broadcom"", ""Dell Inc""]","[135, 139, 445, 554, 2869, 3389, 10243, 49152, 49153, 49154, 49155, 49156, 58921]"
,,"[""Dell Inc"", ""Intel Corporate""]","[135, 139, 445, 501, 623, 1947, 2010, 3333, 3389, 4840, 4859, 4861, 4864, 4865, 4873, 4877, 5040, 5354, 8884, 9444, 13000, 14000, 14003, 16992, 22350, 32401, 33331, 49310, 49664, 49665, 49666, 49667, 49668, 49669, 49676, 49680, 51400, 56232, 57411, 57511, 57811, 63767]"
"""ethernetip""",,"[""Rockwell Automation""]",
"""cisco.ios""","""SWT-SE32-06""","[""Cisco Systems, Inc""]",
"""ethernetip""",,,
"""dell.idrac""","""PP3VMW02-Idrac""","[""Dell Inc""]",
,,"[""VMware, Inc""]",
,,"[""Dell Inc""]","[135, 139, 445, 705, 706, 709, 750, 751, 1947, 3389, 18585, 18703, 24158, 49158, 49159, 50000, 50001, 50002, 50003, 50012, 50014, 50020, 51001, 52012, 52311, 54169, 54915, 55808, 58010, 58080, 60777]"
"""ethernetip""",,"[""HMS Industrial Networks""]",
"""emerson.deltav_controller""","""ESD2-1""","[""Fisher Controls""]",
"""cisco.ios""","""SVR-100-02""","[""Cisco Systems, Inc""]","[22, 80, 443, 21111]"
"""dell.switch""","""SWRSSAN-04""","[""Brocade Communications Systems LLC""]","[22, 111, 897, 36614]"
,,"[""VMware, Inc""]","[135, 139, 445, 2222, 3142, 3389, 5357, 5666, 5693, 5985, 8333, 8338, 8339, 8443, 12489, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 52311, 56901, 56902]"
"""emerson.deltav_controller""","""CTRL-400B""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Hewlett Packard Enterprise""]",
,,"[""Siemens AG""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 808, 1801, 2049, 2103, 2105, 2107, 3142, 3389, 4840, 5354, 5693, 5739, 5985, 7777, 8333, 8732, 9758, 12351, 17777, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49670, 49707, 49711, 49714, 49735, 50070, 52007, 62552]"
,,"[""Dell Inc""]","[135, 139, 445, 623, 1947, 2010, 3389, 16992, 49152, 49153, 49154, 49155, 49162, 49167, 49168]"
,,"[""Siemens AG""]",
,,"[""Fisher-Rosemount Systems Inc""]",
,,"[""VMware, Inc""]",
,,"[""Transmitton Ltd""]",
,,"[""Schneider Electric""]",
,,"[""Dell Inc""]","[135, 139, 445, 1947, 18585, 50024, 50432, 50433, 50434, 50438, 50439, 50472, 50482, 52012, 53698, 58010, 58080]"
,,"[""Spectra - Tek""]",
"""emerson.deltav_controller""","""PES-BA224""","[""Fisher Controls""]",
,,"[""Cisco Systems, Inc""]",
,,"[""Dell Inc""]","[135, 139, 445, 1311, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49152, 49153, 49154, 49155, 49156, 49157, 49158, 49160]"
"""emerson.deltav_controller""","""CTRL-AROMA-TEMP""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc""]","[135, 445, 1311, 3142, 3389, 5693, 5985, 8333, 20031, 20032, 47001, 49152, 49153, 49154, 49155, 49156, 64972, 64975]"
,,"[""Rockwell Automation""]",
,,"[""ipcas GmbH""]",
"""vmware.esxi""","""Q2VMW06""","[""VMware, Inc"", ""Dell Inc""]",
"""vmware.esxi""","""PP5VMW02""","[""Broadcom Limited""]",
,,"[""Schenck Process GmbH""]",
,,"[""Universal Global Scientific Industrial., Ltd""]",
,,"[""Schneider Electric""]",
"""emerson.deltav_controller""","""BA224_01""","[""Fisher Controls""]",
,,"[""ipcas GmbH""]",
"""ethernetip""",,,
,,"[""VMware, Inc"", ""Microsoft Corporation""]","[53, 80, 111, 135, 139, 445, 2179, 3142, 3389, 5357, 5693, 5985, 8333, 47001, 49664, 49665, 49666, 49667, 49668, 49671, 49672, 50073]"
,,"[""Advantech Co., Ltd""]",
"""ethernetip""",,,
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 3050, 3142, 3389, 5693, 5985, 8333, 10050, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49671, 55575]"
,,"[""VMware, Inc""]",
,,"[""Intrinsyc Software International Inc""]",
,,"[""Dell Inc""]","[80, 135, 139, 403, 443, 445, 1332, 2221, 3060, 3389, 4241, 4244, 4245, 4255, 5040, 5241, 5670, 5698, 5699, 5700, 5939, 6543, 7111, 7147, 7153, 8884, 9111, 10011, 10086, 12315, 22350, 22352, 27000, 30064, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 49690, 49697, 50286, 54967]"
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 139, 427, 445, 2463, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 24158, 34383, 34417, 34418, 34420, 34497, 34498]"
"""emerson.deltav_controller""","""CIOC-A600-650-01""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Intel Corporate""]","[135, 139, 445, 980, 1947, 5000, 8081, 17889, 18585, 49750, 50432, 50433, 50434, 50435, 50438, 50439, 50604, 52012, 53325, 58010, 58080]"
,,"[""Dell Inc""]",
"""emerson.deltav_controller""","""CTRL-12-004""","[""Fisher Controls""]",
"""cisco.ios""","""SWT-SC1054-1005""","[""Cisco Systems, Inc""]","[23, 31233]"
"""cisco.ios""","""PP4SWAUT01""","[""Cisco Systems, Inc""]","[22, 4786]"
,,"[""Dell Inc""]","[80, 135, 139, 445, 808, 1433, 1434, 2909, 2910, 3389, 3456, 5017, 5985, 8081, 9876, 20222, 22479, 22480, 40200, 40205, 40206, 40207, 40209, 40210, 40211, 40213, 40214, 40215, 40217, 43234, 45000, 47001, 49664, 49665, 49667, 49683, 49694, 49712, 49721, 49751, 49999, 50000, 50001, 50002, 50003, 50004, 55553, 55554, 55563, 55571, 55572, 55573, 55574, 55575, 55576, 55577, 55593]"
,,"[""Dell Inc"", ""Intel Corporate""]","[135, 139, 443, 445, 2886, 3389, 3424, 5040, 6624, 6625, 6628, 9753, 10000, 10001, 10002, 10003, 10004, 10005, 10006, 10007, 49664, 49665, 49668, 49669, 49670, 49671, 49674, 49677, 49721, 52080, 52088]"
,,"[""Dell Inc""]",
,,"[""VMware, Inc""]","[135, 139, 445, 1947, 3142, 3389, 4840, 5354, 5693, 5985, 8333, 20345, 21379, 30544, 47001, 49664, 49665, 49666, 49667, 49668, 49670]"
,,"[""Moxa Technologies Corp, Ltd""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 3142, 3389, 4840, 5693, 5985, 7777, 8333, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49668, 49669, 49670, 52007, 52011, 62551, 62552]"
,,"[""ipcas GmbH""]",
,,"[""Cisco Systems, Inc""]",
"""emerson.deltav_controller""","""BA213_14""","[""Fisher-Rosemount Systems Inc""]",
"""ethernetip""",,"[""Rockwell Automation""]",
,,"[""Moxa Technologies Corp, Ltd""]",
,,"[""Dell Inc""]","[80, 135, 139, 445, 2910, 3142, 3389, 3456, 4503, 5017, 5357, 8081, 9876, 40007, 40205, 40206, 40207, 40209, 40212, 40214, 43234, 49999, 50000, 50002, 50004, 51456, 51457, 51458, 51461, 51462, 51495, 51532, 51571, 51588, 55550, 55552, 55557]"
"""moxa.dsc""","""CONV-NAU-A""","[""Moxa Technologies Corp, Ltd""]",
,,"[""VMware, Inc""]","[7, 9, 13, 17, 19, 135, 139, 445, 1433, 1434, 1815, 3142, 3389, 4571, 4572, 4573, 4574, 4577, 4578, 4580, 4582, 4584, 4585, 5001, 5666, 5693, 5985, 6001, 6002, 8333, 8443, 12489, 20031, 20032, 47001, 49152, 49153, 49154, 49155, 49157, 49162, 53191, 57129, 57131, 57134, 57135, 57140, 58395, 58467]"
,,"[""Bently Nevada Corp""]",
,,"[""VMware, Inc""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 445, 808, 1801, 2103, 2105, 2107, 3142, 3389, 4840, 5357, 5693, 5985, 7777, 8333, 8732, 9758, 12345, 12346, 12347, 12348, 12350, 17777, 20031, 20032, 47001, 49664, 49665, 49666, 49667, 49669, 49701, 49702, 56322, 56534, 56536, 56545, 56558, 56584, 60050, 60051, 60052, 60053, 60054, 60055, 60056, 60057, 61200, 61903, 62551, 62552, 63510, 63511]"
,,"[""Siemens AG""]",
,,"[""Dell Inc""]","[37, 135, 139, 445, 3389, 5040, 8004, 8333, 49664, 49665, 49666, 49667, 53223, 53224, 53225, 53226]"
"""emerson.deltav_controller""","""LCR1CTLR2""","[""Fisher-Rosemount Systems Inc""]",
,,"[""Dell Inc""]",
,,"[""VMware, Inc""]","[80, 111, 135, 139, 443, 445, 3142, 3389, 4840, 5693, 5985, 7777, 7983, 8005, 8009, 8080, 8333, 8983, 12001, 12348, 12352, 13001, 20031, 20032, 47001, 49664, 49665, 49666, 49668, 49671, 49696, 49705, 62551, 62552, 63510, 63511, 63650]"
"""emerson.deltav_controller""","""MD-2009""","[""Fisher Controls""]",
"""cisco.ios""","""MINSWT01""","[""Cisco Systems, Inc""]",
,,"[""Dell Inc"", ""Xerox Corporation""]","[135, 139, 427, 445, 2463, 8081, 8819, 9000, 20109, 20110, 20171, 20183, 20501, 20502, 20503, 20504, 20505, 20506, 34383, 34417, 34418, 34420, 34497, 34498]"
